0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200;201;202;%dCFAThpig;StaDCP;AppDCP;DC(S+S);DCNFEh;CP;SumAA;SumFA;%FAinCFATfraction
1010.102;Wheat germs;;;;;;;6.0;1.7;1.4;3.5;1.1;3.3;7.3;3.4;2.3;6.0;2.7;4.9;5.6;7.8;14.2;5.4;4.4;3.9;;;;0.1;19.0;1.0;1.0;15.0;57.0;5.0;1.0;;89.0;93.0;30.0;88.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0;;17.0;87.0;84.0;;100.0;;;;;;;;;;;;;;;;;;;85.0;89.0;84.0;83.0;82.0;88.0;91.0;88.0;89.0;88.0;87.0;86.0;87.0;87.0;94.0;88.0;88.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;28.0;;;;;;;;;;;;81.0;87.0;82.0;80.0;84.0;87.0;83.0;88.0;82.0;87.0;82.0;85.0;80.0;80.0;94.0;82.0;92.0;86.0;;;;;;;;;;;;;49.0;84.0;28.0;26.0;;;84.0;84.9;99.1;90.0
3002.000;Niger seed;;;;;;;3.7;2.1;2.2;3.3;1.5;4.0;8.5;4.3;2.2;6.2;2.5;5.0;3.7;8.9;19.7;4.9;3.6;4.7;;;;;10.0;;7.0;5.0;78.0;;;;79.0;93.0;30.0;66.0;76.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;;24.0;75.0;64.0;;100.0;;;;;;;;;;;;;;;;;;;70.0;78.0;74.0;64.0;63.0;60.0;76.0;65.0;74.0;62.0;69.0;62.0;63.0;63.0;63.0;63.0;62.0;63.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;69.0;10.0;7.0;;;63.0;91.0;100.0;95.0
1010.6891;Wheat yeast concentrate, CP less than 275 g_kg DM;;;;;;;4.2;1.6;1.8;3.5;1.1;3.4;4.9;3.8;2.2;6.2;;4.6;4.8;6.4;18.4;4.2;6.1;4.3;;0.2;0.3;0.2;23.9;0.4;1.8;12.7;53.2;3.8;1.6;;78.0;86.0;70.0;93.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72.0;;;90.0;81.0;;100.0;;;;;;;;;;;;;;;;;;;80.0;82.0;64.0;75.0;77.0;81.0;89.0;83.0;82.0;82.0;;83.0;81.0;69.0;84.0;85.0;90.0;77.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.0;77.0;;;;;79.0;81.5;98.1;
3001.437;Fat_oil, Palm oil, chemically refined;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.1;0.9;42.7;0.3;4.8;38.2;11.1;0.3;1.5;;;95.0;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;;;;;;;;;;;;92.0;;;;;;;;;;;;;;;;;;;;92.0;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;95.0;;;;;;89.0;;;;;;;100.0;95.0
4004.211;Sugar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;100.0;;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100.0;;;100.0;;;;;0.0;;;;100.0;;;;;
1002.5173;Corn cob mix (CCM), silage, with rachis, CF greater than 60 g_kg DM;;;;;;;2.9;2.1;2.2;3.6;0.7;3.4;4.7;4.8;3.0;12.1;3.7;4.8;7.5;6.7;18.1;3.9;8.9;4.8;;;0.2;0.2;12.0;0.2;2.0;28.0;55.0;1.0;1.0;;59.0;76.0;40.0;92.0;84.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;;34.0;91.0;85.0;;100.0;;;;;;;;;;;;;;;;;;;64.0;81.0;73.0;72.0;65.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;75.0;74.0;74.0;74.0;75.0;74.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.0;82.0;;;;;44.0;77.0;60.0;53.0;;;75.0;97.9;99.6;90.0
1010.2344;Wheat starch, STAam greater than 600 g_kg DM;;;;;;;4.3;1.6;2.2;3.2;1.0;3.1;5.4;3.9;2.4;5.9;3.5;5.1;5.8;5.8;16.3;4.8;6.7;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.0;;45.0;95.0;92.0;;100.0;;;;;;;;;;;;;;;;;;;100.0;96.0;98.0;99.0;100.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;64.0;69.0;60.0;50.0;;;95.0;84.9;;
6018.000;Gherkin, fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.0;41.0;70.0;90.0;79.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5001.602;Field beans (Vicia faba) ensiled;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70.0;;;;64.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3005.000;Sesame seed;;;;;;;2.5;2.7;1.9;3.4;1.3;3.6;11.6;4.4;2.4;6.5;3.5;4.6;4.7;8.1;17.9;4.8;3.5;4.5;;;;;9.0;0.1;5.0;42.0;43.0;0.1;0.1;;83.0;96.0;60.0;65.0;85.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91.9;99.3;95.0
6023.104;Cabbage (winterrape);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0;;;;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9001.315;Brewer's yeast, dried;;;;;;;6.7;1.6;1.1;4.8;1.2;4.6;4.4;4.2;2.1;6.8;3.3;5.3;6.3;9.0;12.6;4.5;4.1;5.0;;;;;;;;;;;;;82.0;53.0;;80.0;79.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.0;;;82.0;78.0;;100.0;;;;;;;;;;;;;;;;;;;90.0;86.0;78.0;82.0;88.0;87.0;93.0;87.0;87.0;87.0;88.0;86.0;87.0;87.0;91.0;87.0;87.0;84.0;;;;;;;;;;;;;;83.0;57.0;55.0;;;;;;;;;;;;;;;;;;;57.0;;90.0;84.0;80.0;81.0;86.0;85.0;88.0;86.0;82.0;85.0;87.0;84.0;88.0;85.0;88.0;85.0;85.0;82.0;;;;;;;;;;;;;72.0;43.0;50.0;48.0;;;87.0;87.6;;
5004.6091;Lucerne (alfalfa), artificially dried, CP less than 140 g_kg;;;;;;;4.3;1.5;1.0;4.0;1.4;4.0;4.1;4.6;2.0;6.9;3.1;5.1;5.1;11.1;9.6;4.7;4.8;4.2;;;;;;;;;;;;;67.0;;;;63.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.5;;
8023.0001;Cheese whey, fresh, CP less than 175 g_kg DM;;;;;;;7.3;1.8;1.6;4.7;1.3;3.8;1.7;2.1;1.4;6.6;2.4;4.1;4.5;6.2;12.0;2.1;5.3;3.1;;;;;;;;;;;;;80.0;85.0;;97.0;94.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0;;;100.0;99.0;;;;;;;;;;;;;;;;;;;;;92.0;91.0;92.0;90.0;87.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;90.0;89.0;90.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93.0;93.0;85.0;82.0;;;90.0;72.0;;
2004.000;Lupins;;;;;;;4.8;0.7;1.5;3.5;0.8;4.1;10.8;3.9;2.5;7.0;4.0;3.9;3.4;10.1;20.9;4.1;4.1;4.9;;;;0.4;5.0;0.4;1.0;31.0;47.0;4.0;15.0;;91.0;87.0;92.0;92.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0;;81.0;91.0;84.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.0;81.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86.0;87.0;;;;;86.0;73.0;;55.0;100.0;23.0;;95.0;103.8;
1002.1022;Maize germs, STAew greater than 200 g_kg;;;;;;;4.9;1.9;2.0;3.8;1.0;3.2;7.0;4.2;3.0;8.0;3.3;5.1;6.5;7.6;13.8;5.2;6.3;4.6;;;;;12.0;;2.0;28.0;55.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.0;;65.0;92.0;87.0;;100.0;;;;;;;;;;;;;;;;;;;63.0;75.0;68.0;64.0;64.0;70.0;86.0;76.0;76.0;77.0;66.0;73.0;70.0;62.0;72.0;66.0;70.0;70.0;;84.0;88.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;87.0;;;97.0;74.0;62.0;90.9;99.0;90.0
1010.000;Wheat;;;;;;;2.8;1.6;2.2;2.9;1.2;3.4;4.7;4.5;2.3;6.6;2.8;4.3;3.7;5.3;28.3;4.0;9.7;4.6;;;;0.1;19.0;1.0;1.0;15.0;57.0;5.0;1.0;;74.0;70.0;30.0;94.0;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0;;22.0;94.0;90.0;;100.0;;;;;;;;;;;;;;;;;;;82.0;89.0;90.0;85.0;87.0;90.0;91.0;91.0;90.0;90.0;92.0;88.0;84.0;84.0;96.0;90.0;89.0;91.0;;84.0;54.0;;;;;;;;;;;81.0;60.0;90.0;;;;;;;;;38.0;;;;;;;;;;60.0;;82.0;89.0;85.0;82.0;87.0;89.0;83.0;90.0;83.0;89.0;85.0;87.0;82.0;82.0;95.0;84.0;94.0;88.0;;77.0;87.0;20.0;89.0;;81.0;88.0;;;;;57.0;60.0;30.0;24.0;98.0;82.0;90.0;94.9;99.1;70.0
4004.2091;Sugarbeet pulp, dried, SUG less than 100 g_kg;;;;;;;5.6;1.6;1.4;5.0;1.0;3.7;4.6;3.9;3.2;6.2;5.1;5.8;4.8;8.9;9.6;4.3;4.6;5.0;;;;;;;;;;;;;52.0;65.0;84.0;91.0;86.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;;80.0;91.0;79.0;;100.0;;;;;;;;;;;;;;;;;;;49.0;57.0;50.0;33.0;48.0;51.0;59.0;51.0;54.0;52.0;58.0;45.0;45.0;39.0;59.0;46.0;50.0;41.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;;60.0;90.0;;42.0;83.0;;;;;87.0;;60.0;37.0;;;48.0;84.3;;
1003.0001;Rice, dehulled;;;;;;;4.2;2.1;2.2;3.7;1.1;3.7;7.8;4.7;2.7;7.3;3.4;5.5;5.9;9.0;14.6;5.1;4.5;4.7;;;;0.4;14.0;0.4;2.0;40.0;37.0;1.0;2.0;;49.0;55.0;12.0;96.0;91.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;;98.0;97.0;93.0;;100.0;;;;;;;;;;;;;;;;;;;92.0;94.0;94.0;91.0;92.0;93.0;95.0;93.0;93.0;93.0;87.0;92.0;92.0;93.0;95.0;97.0;93.0;94.0;;81.0;90.0;;;;;;;;;;;82.0;57.0;99.0;;;;;;;;;16.0;;;;;;;;;;57.0;;98.0;90.0;84.0;93.0;89.0;95.0;93.0;91.0;90.0;93.0;92.0;93.0;94.0;93.0;91.0;93.0;80.0;92.0;;;;;;;;;;;;;68.0;51.0;13.0;-7.0;99.0;92.0;93.0;92.2;96.8;90.0
2006.709;Pea fibre;;;;;;;5.6;0.8;1.3;3.1;0.8;4.4;5.6;3.8;2.3;6.3;2.5;4.8;5.1;8.0;10.6;4.9;3.0;3.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;;73.0;98.0;87.0;;100.0;;;;;;;;;;;;;;;;;;;82.0;66.0;70.0;63.0;70.0;74.0;88.0;79.0;82.0;77.0;81.0;73.0;70.0;77.0;76.0;70.0;78.0;73.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.0;23.0;;;;;;76.6;;
1003.115;Rice husk;;;;;;;4.2;2.1;2.2;3.7;1.1;3.7;7.8;4.7;2.7;7.3;3.4;5.5;5.9;9.0;14.6;5.1;4.5;4.7;;;;;;;;;;;;;43.0;78.0;12.0;58.0;42.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;;6.0;44.0;32.0;;100.0;;;;;;;;;;;;;;;;;;;40.0;40.0;40.0;39.0;40.0;40.0;40.0;39.0;40.0;40.0;40.0;40.0;40.0;39.0;39.0;39.0;39.0;39.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60.0;68.0;18.0;60.0;;43.0;31.0;;;;;9.0;80.0;13.0;11.0;;;39.0;92.2;;
1012.000;Triticale;;;;;;;3.3;1.7;2.3;3.1;1.1;3.4;5.0;4.5;2.3;6.5;2.8;4.6;4.0;6.1;25.3;4.2;9.4;4.5;;;;;;;;;;;;;72.0;71.0;30.0;94.0;89.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81.0;;35.0;90.0;87.0;;100.0;;;;;;;;;;;;;;;;;;;76.0;84.0;87.0;77.0;79.0;83.0;85.0;83.0;84.0;84.0;83.0;82.0;79.0;80.0;93.0;82.0;83.0;86.0;;82.0;24.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82.0;91.0;75.0;79.0;80.0;83.0;80.0;87.0;79.0;85.0;82.0;85.0;80.0;77.0;93.0;79.0;89.0;84.0;;;;;;;78.0;88.0;;;;;44.0;57.0;30.0;25.0;93.0;76.0;84.0;94.1;;
6023.102;Cabbage (Brussels sprouts);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87.0;;;;88.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6021.000;Pears, fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.0;65.0;95.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8008.000;Milkpowder, skimmed;;;;;;;7.8;2.7;0.8;4.4;1.3;5.2;3.5;4.8;2.8;9.7;4.5;6.3;3.3;8.0;20.8;2.0;9.8;5.6;;;;;;;;;;;;;92.0;77.0;;97.0;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.0;;;100.0;97.0;;100.0;;;;;;;;;;;;;;;;;;;96.0;97.0;85.0;93.0;94.0;90.0;98.0;95.0;95.0;96.0;94.0;91.0;92.0;93.0;90.0;93.0;93.0;83.0;;;;;;;;;;;;;;95.0;84.0;70.0;;;;;;;;;80.0;;;;;;;;;;84.0;;99.0;100.0;88.0;92.0;94.0;92.0;95.0;97.0;95.0;96.0;96.0;92.0;95.0;93.0;90.0;96.0;93.0;86.0;;;;;;;91.0;95.0;;;;;100.0;55.0;90.0;88.0;;;93.0;103.3;;
5007.508;Pea straw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.0;60.0;41.0;55.0;50.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2017.000;Horsebeans, white flowering;;;;;;;6.3;0.8;1.3;3.5;0.9;4.1;9.1;4.1;2.6;7.3;3.3;4.5;4.1;10.9;16.4;4.2;4.3;4.8;;;0.5;0.5;14.0;;3.0;26.0;50.0;4.0;1.0;;85.0;68.0;85.0;95.0;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.0;;59.0;94.0;85.0;;100.0;;;;;;;;;;;;;;;;;;;88.0;79.0;72.0;82.0;77.0;85.0;91.0;86.0;87.0;87.0;86.0;84.0;82.0;86.0;89.0;78.0;84.0;86.0;;83.0;100.0;;;;;;;;;;;89.0;51.0;79.0;;;;;;;;;44.0;;;;;;;;;;51.0;;86.0;87.0;72.0;78.0;66.0;80.0;87.0;81.0;79.0;80.0;82.0;79.0;88.0;87.0;90.0;82.0;76.0;85.0;;;;;;;;;;;;;64.0;63.0;40.0;37.0;88.0;70.0;50.0;92.5;99.0;75.0
1010.2052;Wheat gluten feed, dried, ASH 40 - 50 g_kg;;;;;;;3.1;1.5;2.1;3.3;1.3;3.2;6.1;3.9;2.6;6.3;3.0;4.9;4.7;6.8;19.5;4.9;6.4;4.5;;;;;;;;;;;;;70.0;71.0;30.0;81.0;73.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61.0;;18.0;76.0;67.0;;100.0;;;;;;;;;;;;;;;;;;;81.0;83.0;76.0;76.0;83.0;78.0;79.0;78.0;78.0;78.0;78.0;79.0;79.0;78.0;78.0;78.0;78.0;78.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65.0;73.0;;;;;47.0;60.0;30.0;28.0;;;78.0;88.0;;
6012.000;Leek, fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80.0;50.0;60.0;90.0;83.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2013.4072;Groundnut meal, partly dehulled, CF 75 - 145 g_kg;;;;;;;3.3;1.2;1.4;2.6;1.0;3.3;10.9;4.9;2.3;6.3;3.7;4.0;3.9;11.3;18.5;5.5;4.3;4.7;;;;;10.0;1.0;3.0;47.5;30.0;1.0;7.0;;92.0;75.0;36.0;84.0;82.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.0;;50.0;73.0;77.0;;100.0;;;;;;;;;;;;;;;;;;;86.0;93.0;87.0;88.0;87.0;92.0;96.0;94.0;89.0;92.0;93.0;91.0;90.0;93.0;93.0;85.0;90.0;91.0;;;;;;;;;;;;;;85.0;;31.0;;;;;;;;;38.0;;;;;;;;;;;;82.0;90.0;76.0;81.0;88.0;89.0;90.0;92.0;84.0;88.0;91.0;89.0;87.0;88.0;90.0;77.0;86.0;85.0;;82.0;69.0;20.0;83.0;;91.0;79.0;;;;;39.0;58.0;25.0;22.0;;;72.0;93.1;99.5;65.0
6008.000;Spinach, fresh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.0;60.0;80.0;90.0;85.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3001.421;Fat_oil, Palmkernel oil, chemically refined;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;47.2;15.1;9.0;0.0;3.0;16.1;2.0;0.5;0.0;;;95.0;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92.0;;;;;;;;;;;;92.0;;;;;;;;;;;;;;;;;;;;92.0;;;;;;;;;;;;;;;;;;;;;;95.0;;;;;95.0;;;;;;95.0;;;;;;;100.0;95.0
1010.1001;Wheat milling by-products, Wheat flour;;;;;;;3.2;1.6;2.1;2.9;1.4;3.7;5.5;4.5;2.4;6.7;3.1;4.7;3.8;5.3;28.7;4.2;9.1;4.7;;;;0.1;19.0;1.0;1.0;15.0;57.0;5.0;1.0;;81.0;75.0;30.0;95.0;92.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84.0;;17.0;97.0;93.0;;100.0;;;;;;;;;;;;;;;;;;;95.0;97.0;94.0;93.0;97.0;96.0;97.0;97.0;97.0;95.0;95.0;96.0;89.0;89.0;98.0;93.0;95.0;95.0;;86.0;54.0;;;;;;;;;;;82.0;80.0;77.0;;;;;;;;;27.0;;;;;;;;;;80.0;;82.0;88.0;84.0;82.0;86.0;89.0;84.0;89.0;84.0;88.0;84.0;86.0;81.0;81.0;95.0;84.0;94.0;88.0;;77.0;75.0;20.0;90.0;;84.0;88.0;;;;;62.0;76.0;24.0;20.0;98.0;88.0;95.0;97.7;99.1;70.0
4001.602;Potatoes, raw, ensiled;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;;74.0;93.0;88.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.0;86.0;;;;;;;;;;;;;;
3001.4012;Palm kernel expeller, CF greater than 180 g_kg;;;;;;;3.0;1.9;1.5;3.1;0.8;3.3;12.0;4.1;1.7;6.3;2.6;4.8;4.0;8.3;17.9;4.6;3.4;4.2;;7.0;47.0;15.0;9.0;;3.0;16.0;2.0;0.4;;;75.0;97.0;45.0;81.0;74.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.0;;43.0;67.0;57.0;;100.0;;;;;;;;;;;;;;;;;;;60.0;77.0;61.0;68.0;77.0;73.0;84.0;78.0;73.0;75.0;70.0;74.0;68.0;62.0;73.0;56.0;71.0;73.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.0;80.0;15.0;62.0;;65.0;66.0;;;;;59.0;86.0;40.0;37.0;;;69.0;87.5;99.4;75.0
2006.204;Pea protein, liquid;;;;;;;7.0;0.6;1.8;3.5;0.6;2.8;6.1;3.0;2.5;3.7;2.9;3.5;4.9;10.7;16.5;5.2;3.2;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85.0;;73.0;97.0;92.0;;100.0;;;;;;;;;;;;;;;;;;;91.0;78.0;79.0;88.0;81.0;87.0;94.0;89.0;90.0;88.0;92.0;87.0;89.0;83.0;90.0;86.0;89.0;87.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90.0;48.0;;;;;;82.1;;
